Date,AAPL,AMZN,GOOGL,META,MSFT
2019-03-28,45.662574768066406,88.6709976196289,58.61349868774414,165.5500030517578,112.21829223632812
2019-03-29,45.960182189941406,89.0374984741211,58.84450149536133,166.69000244140625,113.18758392333984
2019-04-01,46.27231979370117,90.70950317382812,59.94900131225586,168.6999969482422,114.22405242919922
2019-04-02,46.94496154785156,90.6989974975586,60.277000427246094,174.1999969482422,114.38720703125
2019-04-03,47.26676940917969,91.03500366210938,60.54050064086914,173.5399932861328,115.13578796386719
2019-04-04,47.34902572631836,90.94300079345703,60.97249984741211,176.02000427246094,114.55034637451172
2019-04-05,47.66599655151367,91.86399841308594,60.5724983215332,175.72000122070312,115.05899047851562
2019-04-08,48.41606903076172,92.49299621582031,60.41400146484375,174.92999267578125,115.09738159179688
2019-04-09,48.270896911621094,91.79199981689453,60.134498596191406,177.5800018310547,114.47358703613281
2019-04-10,48.54188537597656,92.36650085449219,60.3224983215332,177.82000732421875,115.34691619873047
2019-04-11,48.137821197509766,92.20349884033203,60.47949981689453,177.50999450683594,115.48127746582031
2019-04-12,48.118465423583984,92.15299987792969,61.13650131225586,179.10000610351562,116.07630157470703
2019-04-15,48.20556640625,92.24349975585938,61.326499938964844,179.64999389648438,116.17227172851562
2019-04-16,48.21040344238281,93.1520004272461,61.59550094604492,178.8699951171875,115.90355682373047
2019-04-17,49.149208068847656,93.24099731445312,62.00699996948242,178.77999877929688,116.86323547363281
2019-04-18,49.325836181640625,93.08450317382812,62.07350158691406,178.27999877929688,118.39878845214844
2019-04-22,49.487953186035156,94.3655014038086,62.6879997253418,181.44000244140625,118.77306365966797
2019-04-23,50.20172882080078,96.1884994506836,63.52949905395508,183.77999877929688,120.38536834716797
2019-04-24,50.12430191040039,95.0875015258789,63.002498626708984,182.5800018310547,119.97270202636719
2019-04-25,49.66941452026367,95.11250305175781,63.367000579833984,193.25999450683594,123.94586181640625
2019-04-26,49.43230056762695,97.53150177001953,63.87099838256836,191.49000549316406,124.65605926513672
2019-04-29,49.50730514526367,96.92150115966797,64.80999755859375,194.77999877929688,124.5408706665039
2019-04-30,48.55398941040039,96.32599639892578,59.948001861572266,193.39999389648438,125.33747863769531
2019-05-01,50.93729019165039,95.57599639892578,58.66600036621094,193.02999877929688,122.72704315185547
2019-05-02,50.605804443359375,95.04100036621094,58.32550048828125,192.52999877929688,121.12434387207031
2019-05-03,51.234893798828125,98.12300109863281,59.477500915527344,195.47000122070312,123.70594024658203
2019-05-06,50.443695068359375,97.52749633789062,59.67300033569336,193.8800048828125,122.98616790771484
2019-05-07,49.0838737487793,96.05000305175781,58.94300079345703,189.77000427246094,120.4621353149414
2019-05-08,49.09355545043945,95.88849639892578,58.53900146484375,189.5399932861328,120.45256042480469
2019-05-09,48.56608200073242,94.99349975585938,58.39849853515625,188.64999389648438,120.44294738769531
2019-05-10,47.893272399902344,94.4990005493164,58.38199996948242,188.33999633789062,122.00727081298828
2019-05-13,45.109745025634766,91.13400268554688,56.829498291015625,181.5399932861328,118.37958526611328
2019-05-14,45.823848724365234,92.00599670410156,56.24300003051758,180.72999572753906,119.7039794921875
2019-05-15,46.372779846191406,93.55750274658203,58.540000915527344,186.27000427246094,121.38969421386719
2019-05-16,46.16874313354492,95.37850189208984,59.224998474121094,186.99000549316406,124.19273376464844
2019-05-17,45.906429290771484,93.44999694824219,58.43899917602539,185.3000030517578,123.3643569946289
2019-05-20,44.47093963623047,92.94850158691406,57.233001708984375,182.72000122070312,121.58233642578125
2019-05-21,45.323490142822266,92.8759994506836,57.72200012207031,184.82000732421875,122.23735046386719
2019-05-22,44.39564514160156,92.98400115966797,57.79249954223633,185.32000732421875,122.97906494140625
2019-05-23,43.63782501220703,90.77400207519531,57.266998291015625,180.8699951171875,121.5438003540039
2019-05-24,43.4702262878418,91.16400146484375,56.93050003051758,181.05999755859375,121.60160064697266
2019-05-28,43.29049301147461,91.82150268554688,56.97800064086914,184.30999755859375,121.52455139160156
2019-05-29,43.08402633666992,90.95950317382812,55.99700164794922,182.19000244140625,120.34938049316406
2019-05-30,43.307491302490234,90.81600189208984,56.070499420166016,183.00999450683594,121.11034393310547
2019-05-31,42.5229606628418,88.75350189208984,55.32500076293945,177.47000122070312,119.13565063476562
2019-06-03,42.093040466308594,84.6344985961914,51.9370002746582,164.14999389648438,115.4367446899414
2019-06-04,43.632965087890625,86.47799682617188,52.7244987487793,167.5,118.634765625
2019-06-05,44.33734893798828,86.92500305175781,52.231998443603516,168.1699981689453,121.20665740966797
2019-06-06,44.988304138183594,87.71800231933594,52.38800048828125,168.3300018310547,123.12354278564453
2019-06-07,46.185752868652344,90.20149993896484,53.41849899291992,173.35000610351562,126.57202911376953
2019-06-10,46.775978088378906,93.03150177001953,54.13800048828125,174.82000732421875,127.72793579101562
2019-06-11,47.317630767822266,93.18499755859375,54.051998138427734,178.10000610351562,127.2463150024414
2019-06-12,47.167030334472656,92.76599884033203,53.95500183105469,175.0399932861328,126.6587142944336
2019-06-13,47.157318115234375,93.51499938964844,54.550498962402344,177.47000122070312,127.45822143554688
2019-06-14,46.81483840942383,93.4834976196289,54.314998626708984,181.3300018310547,127.58343505859375
2019-06-17,47.094173431396484,94.30149841308594,54.69449996948242,189.00999450683594,127.96875
2019-06-18,48.201751708984375,95.06849670410156,55.262001037597656,188.47000122070312,130.19383239746094
2019-06-19,48.06086730957031,95.43949890136719,55.22549819946289,187.47999572753906,130.70436096191406
2019-06-20,48.44706344604492,95.90950012207031,55.65999984741211,189.52999877929688,131.9180908203125
2019-06-21,48.28190231323242,95.56500244140625,56.26850128173828,191.13999938964844,131.93734741210938
2019-06-24,48.23332595825195,95.69499969482422,55.834999084472656,192.60000610351562,132.71759033203125
2019-06-25,47.50223159790039,93.91349792480469,54.37900161743164,188.83999633789062,128.5274200439453
2019-06-26,48.52965545654297,94.8915023803711,54.01599884033203,187.66000366210938,129.00904846191406
2019-06-27,48.51507568359375,95.21399688720703,53.83150100708008,189.5,129.22096252441406
2019-06-28,48.07301330566406,94.68150329589844,54.13999938964844,193.0,129.0379638671875
